title,url,date_published,snippet,body
Lloyd's of London says working with regulators to implement Russia sanctions - Reuters,https://www.reuters.com/markets/europe/lloyds-london-says-working-with-regulators-implement-russia-sanctions-2022-06-01/,2022-06-01T10:17:00Z,"Lloyd's of London, the world's oldest insurance market, said on Wednesday that it was working closely with British and international governments and regulators to implement global sanctions against Russia.","LONDON, June 1 (Reuters) - Lloyd's of London, the world's oldest insurance market, said on Wednesday that it was working closely with British and international governments and regulators to implement… [+519 chars]"
European parliament bars Russian lobbyists - Reuters,https://www.reuters.com/world/europe/european-parliament-bars-russian-lobbyists-2022-06-02/,2022-06-02T13:39:00Z,"Russian lobbyists are barred from the European Parliament, the head of the chamber said on Thursday, adding that Europe had to protect themselves from the Kremlin's influence and propaganda over the war in Ukraine.","BRUSSELS, June 2 (Reuters) - Russian lobbyists are barred from the European Parliament, the head of the chamber said on Thursday, adding that Europe had to protect themselves from the Kremlin's influ… [+860 chars]"
"Depositary receipt holders of Russia's Sberbank, VTB face conversion headache - Reuters.com",https://www.reuters.com/business/finance/depositary-receipt-holders-russias-sberbank-vtb-face-conversion-headache-2022-06-09/,2022-06-09T11:38:00Z,"Investors holding depositary receipts in Russia's sanctioned top banks are facing difficulties in converting them into shares after the European Union targeted Russia's national clearing house with sanctions, sources and analysts told Reuters.",June 9 (Reuters) - Investors holding depositary receipts in Russia's sanctioned top banks are facing difficulties in converting them into shares after the European Union targeted Russia's national cl… [+3033 chars]
Analysis: How the Ukraine conflict is reshaping global oil markets - Reuters,https://www.reuters.com/markets/commodities/how-ukraine-conflict-is-reshaping-global-oil-markets-2022-05-30/,2022-05-30T05:00:00Z,"Russia's invasion of Ukraine has reconfigured the global oil market, with African suppliers stepping in to meet European demand and Moscow, stung by Western sanctions, increasingly tapping risky ship-to-ship transfers to get its crude to Asia.","LONDON, May 30 (Reuters) - Russia's invasion of Ukraine has reconfigured the global oil market, with African suppliers stepping in to meet European demand and Moscow, stung by Western sanctions, incr… [+4584 chars]"
"EU's phased-in oil embargo allows Russia time to adjust, say analysts, sources - Reuters",https://www.reuters.com/markets/europe/eus-phased-in-oil-embargo-allows-russia-time-adjust-say-analysts-sources-2022-05-31/,2022-05-31T15:32:00Z,"Europe's phased-in rather than immediate embargo on Russian oil gives Moscow time to re-route volumes to new customers in Asia in the next six months, Russian analysts and traders said on Tuesday.","May 31 (Reuters) - Europe's phased-in rather than immediate embargo on Russian oil gives Moscow time to re-route volumes to new customers in Asia in the next six months, Russian analysts and traders … [+3042 chars]"
"Russian furniture chains eye IKEA's shuttered factories, stores - Reuters",https://www.reuters.com/business/retail-consumer/russian-furniture-chains-eye-ikeas-shuttered-factories-stores-2022-06-17/,2022-06-17T10:25:00Z,"Russian furniture chain Tvoi Dom and another brand Hoff are both considering buying IKEA's Russian assets after the Swedish firm put its factories up for sale, Russian news agencies reported.","June 17 (Reuters) - Russian furniture chain Tvoi Dom and another brand Hoff are both considering buying IKEA's Russian assets after the Swedish firm put its factories up for sale, Russian news agenci… [+1345 chars]"
Russia to restrict budget data in response to Western sanctions - Reuters.com,https://www.reuters.com/world/europe/russia-restrict-budget-data-response-western-sanctions-2022-06-14/,2022-06-14T15:41:00Z,"Russia will start restricting public access to some government data in an attempt to protect the country from additional sanctions, the finance ministry said on Tuesday.","June 14 (Reuters) - Russia will start restricting public access to some government data in an attempt to protect the country from additional sanctions, the finance ministry said on Tuesday.
In a sta… [+1862 chars]"
Michelin to hand over Russian operations to local management - Reuters.com,https://www.reuters.com/markets/europe/michelin-hand-over-russian-operations-local-management-2022-06-28/,2022-06-28T11:12:00Z,"Michelin <a href=""https://www.reuters.com/companies/MICP.PA"" target=""_blank"">(MICP.PA)</a> plans to hand over its Russian activities to a new entity under local management by the end of the year, it said on Tuesday, becoming the first western tyre maker to gi…","June 28 (Reuters) - Michelin (MICP.PA) plans to hand over its Russian activities to a new entity under local management by the end of the year, it said on Tuesday, becoming the first western tyre mak… [+2274 chars]"
"Spain backs new sanctions against Russia, no EU agreement yet - foreign minister - Reuters",https://www.reuters.com/world/europe/spain-backs-new-sanctions-against-russia-no-eu-agreement-yet-foreign-minister-2022-05-30/,2022-05-30T07:29:00Z,"Spain supports a new package of EU sanctions against Moscow but there is no agreement yet as some member states remain heavily dependent on Russian crude imports and are reluctant to block them, Foreign Minister Jose Manuel Albares said on Monday.","MADRID, May 30 (Reuters) - Spain supports a new package of EU sanctions against Moscow but there is no agreement yet as some member states remain heavily dependent on Russian crude imports and are re… [+548 chars]"
"The ""Big Package"": How Russia was driven to default - Reuters.com",https://www.reuters.com/markets/europe/big-package-how-russia-was-driven-default-2022-06-27/,2022-06-27T17:19:00Z,"Russia's first major international debt default in over a century, which Washington said became a fact on Monday, follows months of co-ordinated Western sanctions that left Moscow with cash but o access to the international financial network.","LONDON, June 27 (Reuters) - Russia's first major international debt default in over a century, which Washington said became a fact on Monday, follows months of co-ordinated Western sanctions that lef… [+5185 chars]"
"G7 to hike sanctions on Russia, close to oil price cap deal- U.S. official - Reuters.com",https://www.reuters.com/business/energy/g7-hike-sanctions-russia-close-oil-price-cap-deal-us-official-2022-06-27/,2022-06-27T08:04:00Z,"The Group of Seven rich democracies will commit on Tuesday to a new package of coordinated actions aimed at increasing pressure on Russia over its war in Ukraine and will finalize plans for a price cap on Russian oil, a senior U.S. official said on Monday.","SCHLOSS ELMAU, Germany, June 27 (Reuters) - The Group of Seven rich democracies will commit on Tuesday to a new package of coordinated actions aimed at increasing pressure on Russia over its war in U… [+1105 chars]"
"Canada to impose additional sanctions, ban tech export to Russia -statement - Reuters Canada",https://www.reuters.com/world/americas/canada-impose-additional-sanctions-ban-tech-export-russia-statement-2022-06-27/,2022-06-27T16:43:00Z,"Canada on Monday announced more measures in response to Russia's invasion of Ukraine, including additional sanctions and a ban on the export of technologies that could help improve Russia's defense manufacturing capability.","OTTAWA, June 27 (Reuters) - Canada on Monday announced more measures in response to Russia's invasion of Ukraine, including additional sanctions and a ban on the export of technologies that could hel… [+607 chars]"
Factbox: G7 seeks to curb Russian oil income through price cap - Reuters.com,https://www.reuters.com/business/energy/g7-seeks-curb-russian-oil-income-through-price-cap-2022-06-27/,2022-06-27T16:15:00Z,"The Group of Seven rich nations are debating a global price cap for Russian oil that would curb Moscow's energy revenues and potentially limit its ability to fund its invasion of Ukraine. <a href=""/business/energy/g7-hike-sanctions-russia-close-oil-price-cap-…","BRUSSELS, June 27 (Reuters) - The Group of Seven rich nations are debating a global price cap for Russian oil that would curb Moscow's energy revenues and potentially limit its ability to fund its in… [+2137 chars]"
OPEC+ working on making up for lower Russian oil output - Reuters,https://www.reuters.com/business/energy/opec-working-making-up-lower-russian-oil-output-2022-06-02/,2022-06-02T06:32:00Z,"OPEC+ is working on compensating for a drop in Russian oil output, two OPEC+ sources said on Thursday, as Russia's production has fallen by around 1 million barrels per day in recent months as a result of Western sanctions on Moscow over Ukraine.","LONDON, June 2 (Reuters) - OPEC+ is working on compensating for a drop in Russian oil output, two OPEC+ sources said on Thursday, as Russia's production has fallen by around 1 million barrels per day… [+529 chars]"
EXCLUSIVE Russian oil tankers get India safety cover via Dubai company - Reuters India,https://www.reuters.com/world/india/exclusive-russian-oil-tankers-get-india-safety-cover-via-dubai-company-2022-06-22/,2022-06-22T16:35:00Z,"India is providing safety certification for dozens of ships managed by a subsidiary of top Russian shipping group Sovcomflot, official data showed, enabling oil exports to India and elsewhere after Western certifiers withdrew their services due to global sanc…","NEW DELHI/LONDON, June 22 (Reuters) - India is providing safety certification for dozens of ships managed by a subsidiary of top Russian shipping group Sovcomflot, official data showed, enabling oil … [+4104 chars]"
G7 to announce ban on import of new Russian gold on Tuesday - U.S. official - Reuters,https://www.reuters.com/markets/commodities/g7-announce-ban-import-new-russian-gold-tuesday-us-official-2022-06-26/,2022-06-26T07:21:00Z,"The Group of Seven rich democracies will announce a ban on imports of Russian gold on Tuesday, as part of ongoing efforts to hold Russia accountable for its war in Ukraine and block attempts to evade Western sanctions, a senior U.S. administration official sa…","KRUEN, Germany, June 26 (Reuters) - The Group of Seven rich democracies will announce a ban on imports of Russian gold on Tuesday, as part of ongoing efforts to hold Russia accountable for its war in… [+671 chars]"
"Analysis: With record pump prices, Biden hard-pressed to ramp up Russia sanctions - Reuters",https://www.reuters.com/world/with-record-pump-prices-biden-hard-pressed-ramp-up-russia-sanctions-2022-06-17/,2022-06-17T05:10:00Z,"As the Biden administration contemplates expanding punitive measures on Russia for its invasion of Ukraine, a big hurdle lies closer to home: the American consumer.","WASHINGTON, June 17 (Reuters) - As the Biden administration contemplates expanding punitive measures on Russia for its invasion of Ukraine, a big hurdle lies closer to home: the American consumer.
U… [+5317 chars]"
EU imposes sanctions on Russian oil boss Eduard Khudainatov,https://amp.theguardian.com/world/2022/jun/03/eu-imposes-sanctions-on-russian-oil-boss-eduard-khudainatov,2022-06-03T17:19:43Z,Listing does not mention his alleged ownership of two yachts linked to Vladimir Putin and inner circleThe European Union has imposed sanctions on a Russian oil boss who is separately alleged by the US authorities to be acting as a “straw man” owner of two yac…,The European Union has imposed sanctions on a Russian oil boss who is separately alleged by the US authorities to be acting as a straw man owner of two yachts linked to Vladimir Putin and his inner c… [+3392 chars]
UK aims sanctions at Russians accused of abducting Ukrainian children,https://amp.theguardian.com/world/2022/jun/16/uk-aims-sanctions-at-russians-accused-of-abducting-ukrainian-children-maria-lvova-belova,2022-06-16T13:13:29Z,"Maria Lvova-Belova accused by Ukraine of organising capture of vulnerable children in Luhansk and Donetsk<ul><li>Russia-Ukraine war: latest updates</li></ul>A fresh wave of sanctions against Russia have been imposed by the government, as the UK signalled its …","A fresh wave of sanctions against Russia has been imposed by the government, as the UK signalled its disapproval of the Russian abduction of Ukrainian children into Russia, by aiming new sanctions at… [+4250 chars]"
US imposes sanctions on luxury yacht firm linked to Putin,https://amp.theguardian.com/world/2022/jun/02/us-imposes-sanctions-on-luxury-yacht-firm-linked-to-putin,2022-06-02T18:11:30Z,"Monaco-based Imperial Yachts and its owner, Evgeniy Kochman, added to expanded sanctions list<ul><li>Russia-Ukraine war: latest updates</li></ul>The US government has imposed sanctions on a close Putin associate as well as a yacht management firm and its owne…","The US government has imposed sanctions on a close Putin associate as well as a yacht management firm and its owners, describing them as part of a system that allows Russian president Vladimir Putin … [+2600 chars]"
Zelenskiy compares Russian invasion of Ukraine to Covid,https://amp.theguardian.com/world/2022/jun/09/zelenskiy-compares-russian-invasion-of-ukraine-to-covid,2022-06-09T11:32:34Z,Ukrainian president says weapons and sanctions are ‘vaccine’ against invasion as Kyiv’s military position in Donbas worsens<ul><li>Russia – Ukraine war – latest news</li></ul>Volodymyr Zelenskiy has compared Russia’s invasion to Covid and described weapons an…,"Volodymyr Zelenskiy has compared Russias invasion to Covid and described weapons and sanctions as a vaccine, as Ukraines military position in Donbas worsens.
The Ukrainian president, speaking via vi… [+3569 chars]"
"Blacklist Dubai over failure to crack down on Russian oligarchs, say campaigners",https://amp.theguardian.com/world/2022/jun/11/blacklist-dubai-uae-over-russian-oligarchs-say-ukraine-campaigners,2022-06-11T13:01:38Z,"UAE has become haven for superyachts, private jets and ‘dirty money’ since invasion of Ukraine, but has taken no actionCampaigners and politicians are calling for the United Arab Emirates to be blacklisted over its failures to combat the flow of “dirty money”…","Campaigners and politicians are calling for the United Arab Emirates to be blacklisted over its failures to combat the flow of dirty money and to enforce sanctions imposed on Russian oligarchs.
The … [+4507 chars]"
Russia-Ukraine war latest: EU agrees ‘landmark’ Russian oil ban; Moscow claims a third of Sievierodonetsk under its control – live,https://www.theguardian.com/world/live/2022/may/31/russia-ukraine-war-latest-eu-agrees-landmark-russian-oil-ban-moscow-claims-a-third-of-sievierodonetsk-under-its-control-live,2022-05-31T04:38:00Z,"EU leaders back immediate sanctions on 75% of Russian oil imports; Moscow’s assault on key eastern city taking longer than hoped, separatist leader says<ul><li>EU leaders agree to partial embargo of Russian oil imports</li><li>French journalist killed by shra…","EU leaders have backed a partial embargo on Russian oil after talks stretched late into Monday night at a summit in Brussels. 
The president of the European Council, Charles Michel, hailed the deal … [+2029 chars]"
Russia-Ukraine war: what we know on day 108 of the invasion,https://amp.theguardian.com/world/2022/jun/11/russia-ukraine-war-what-we-know-on-day-108-of-the-invasion,2022-06-11T00:21:00Z,Cholera warning as Russia accused of razing high-rises in Mariupol without removing bodies; Serbia rejects call to impose Russia sanctions; fighting rages in Sievierodonetsk<ul><li>See all our Russia-Ukraine war coverage</li></ul> Continue reading...,"<li>The worlds chemical weapons watchdog says it is keeping a close eye on Ukraine since Russias invasion, monitoring threats of use of toxic chemicals as weapons. The Organisation for the Prohibitio… [+3524 chars]"
"Sanctions are hitting hard enough to hurt Russia, if not stop it",https://amp.theguardian.com/business/2022/jun/11/sanctions-are-hitting-hard-enough-to-hurt-russia-if-not-stop-it,2022-06-11T15:00:23Z,"Analysis: the assault in Ukraine continues, but it seems clear that real damage is being done to Putin’s economy• Russia-Ukraine war: latest updatesSanctions have affected many aspects of life in Russia, but one particular shortage has sent the wealthy elite …","Sanctions have affected many aspects of life in Russia, but one particular shortage has sent the wealthy elite into a spin: beauty clinics are running out of Botox. 
The business daily newspaperKomm… [+5903 chars]"
Russia-Ukraine war: what we know on day 97 of the invasion,https://amp.theguardian.com/world/2022/may/31/russia-ukraine-war-what-we-know-on-day-97-of-the-invasion,2022-05-31T02:45:59Z,EU leaders reach ‘landmark decision’ to back an embargo on almost 90% of Russian oil to the 27-nation bloc by the end of the year Continue reading...,<li>EU leaders have backed a partial embargo on Russian oil after late-night talks at a summit in Brussels. The sanctions will immediately impact 75% of Russian oil imports with the aim to ban 90% of… [+5203 chars]
McDonald’s restaurants in Russia reopen under new brand,https://amp.theguardian.com/world/2022/jun/12/mcdonalds-restaurants-in-russia-reopen-under-new-brand,2022-06-12T14:55:07Z,"Named Vkusno & tochka (‘Tasty and that’s it’), the fast-food chain appears to be a copy of the American originalFormer McDonald’s restaurants in the Russian capital have reopened under a new name, Vkusno & tochka (“Tasty and that’s it”), in a rebranding inten…","Former McDonalds restaurants in the Russian capital have reopened under a new name, Vkusno &amp; tochka (Tasty and thats it), in a rebranding intended to comfort Russians that they can continue to li… [+2714 chars]"
Decision on lifting EU sanctions against Alisher Usmanov and his sisters expected soon,https://amp.theguardian.com/business/2022/jun/08/eu-sanctions-alisher-usmanov-sisters-could-be-lifted-ecj-putin,2022-06-08T14:59:06Z,European court of justice appeal filed by ‘one of Putin’s favourite oligarchs’ and decision expected within two weeksSanctions imposed on the Russian billionaire Alisher Usmanov and his two sisters could be suspended after a legal challenge at the European co…,Sanctions imposed on the Russian billionaire Alisher Usmanov and his two sisters could be suspended after a legal challenge at the European court of justice by the businessman once described as one o… [+6756 chars]
What does EU’s partial oil ban mean for Russia and rest of Europe?,https://amp.theguardian.com/world/2022/may/31/what-does-eu-partial-oil-ban-mean-for-russia-and-rest-of-europe,2022-05-31T09:47:18Z,"Ban on seaborne oil aims to cut off funds for Kremlin war machine, but some warn it could help Moscow in short termAfter nearly a month of wrangling, the European Union has agreed to a partial ban on Russian oil, with the aim of cutting off funding to the Kre…","Whats been agreed?
After nearly a month of wrangling, the European Union has agreed to a partial ban on Russian oil, with the aim of cutting off funding to the Kremlins war machine. According to the… [+2906 chars]"
Russia-Ukraine war: what we know on day 102 of the invasion,https://amp.theguardian.com/world/2022/jun/05/russia-ukraine-war-what-we-know-on-day-102-of-the-invasion,2022-06-05T00:47:14Z,Ukrainian forces push back in Sievierodonetsk and Kyiv rebukes Emmanuel Macron for saying Russia must not be humiliated<ul><li>Russia-Ukraine war: latest updates</li><li>See all our Russia-Ukraine war coverage</li></ul>Ukrainian forces have been managing to p…,"<li>Ukrainian forces have been managing to push back against Russian troops in fierce fighting in Sievierodonetsk despite Moscow throwing all its power into capturing the key eastern city, Ukrainian … [+3925 chars]"
Ukraine and the EU: the urgent questions that remain over country’s survival,https://amp.theguardian.com/world/2022/jun/23/ukraine-and-the-eu-main-issues-candidate-status,2022-06-23T11:26:22Z,"Historic decision on candidate status could overshadow more vital issues<ul><li>Russia-Ukraine war – latest news</li></ul>European leaders meeting in Brussels are expected to grant Ukraine EU candidate status, but that historic decision threatens to overshado…","European leaders meeting in Brussels are expected to grant Ukraine EU candidate status, but that historic decision threatens to overshadow more urgent questions about the countrys survival.
Military… [+3217 chars]"
EU to debate ban on Russian oil in face of Hungarian opposition,https://amp.theguardian.com/world/2022/may/29/eu-debate-ban-oil-imports-russia-hungary-orban-ukraine-war,2022-05-29T12:44:16Z,"A deal to placate Hungary’s prime minister, Viktor Orbán, could allow pipeline imports via Ukraine<ul><li>Russia-Ukraine war: latest updates</li></ul>The EU is debating whether to water down a ban on Russian oil imports in order to placate Hungary’s leader, V…","The EU is debating whether to water down a ban on Russian oil imports in order to placate Hungarys leader, Viktor Orbán, who is blocking the latest European sanctions against Vladimir Putins war mach… [+4896 chars]"
Russian foreign minister cancels Serbia visit after neighbours close airspace,https://amp.theguardian.com/world/2022/jun/06/russian-foreign-minister-cancels-serbia-visit-after-neighbours-close-airspace,2022-06-06T03:31:07Z,Russian foreign ministry blames west after Sergei Lavrov's visit to ally Belgrade is scrappedRussia has blamed the west after foreign minister Sergei Lavrov had to cancel a visit to Serbia when the countries around it closed their airspace to his aircraft.For…,"Russia has blamed the west after foreign minister Sergei Lavrov had to cancel a visit to Serbia when the countries around it closed their airspace to his aircraft.
Foreign ministry spokeswoman Maria… [+1658 chars]"
Russia is winning the economic war - and Putin is no closer to withdrawing troops | Larry Elliott,https://amp.theguardian.com/commentisfree/2022/jun/02/russia-economic-war-ukraine-food-fuel-price-vladimir-putin,2022-06-02T10:00:36Z,"The perverse effects of sanctions means rising fuel and food costs for the rest of the world – and fears are growing of a humanitarian catastrophe. Sooner or later, a deal must be madeIt is now three months since the west launched its economic war against Rus…","It is now three months since the west launched its economic war against Russia, and it is not going according to plan. On the contrary, things are going very badly indeed.
Sanctions were imposed on … [+5624 chars]"
Russia condemns Lithuania transit ban on some goods to Kaliningrad,https://amp.theguardian.com/world/2022/jun/20/russia-condemns-lithuania-transit-ban-some-goods-kaliningrad,2022-06-20T13:48:45Z,"Vladimir Putin’s spokesperson says Moscow will defend its interests as people panic buy in Black Sea exclaveRussia has condemned a ban imposed by Lithuania on the transit of some goods across its territory to its Black Sea exclave of Kaliningrad, as Vladimir …","Russia has condemned a ban imposed by Lithuania on the transit of some goods across its territory to its Black Sea exclave of Kaliningrad, as Vladimir Putins spokesperson said Moscow would defend its… [+3368 chars]"
"Russia bans 29 UK journalists, including Guardian correspondents",https://amp.theguardian.com/media/2022/jun/14/russia-bans-29-uk-journalists-including-guardian-correspondents,2022-06-14T17:07:26Z,"Military figures and MPs on list along with staff from most major British newspapers and broadcastersRussia has banned 29 members of the British media, including five Guardian journalists, from entering the country, the foreign ministry said on Tuesday.Moscow…","Russia has banned 29 members of the British media, including five Guardian journalists, from entering the country, the foreign ministry said on Tuesday.
Moscow said the sweeping action was a respons… [+4519 chars]"
Mystery Russian superyacht sets sail for the US after Fiji court ruling,https://amp.theguardian.com/world/2022/jun/07/mystery-russian-superyacht-sets-sail-for-the-us-after-fiji-court-ruling,2022-06-07T17:12:11Z,"Russian oil boss linked to $325m ‘Putin yacht’ at centre of US court case It cost $325m (£258m) to build, and millions more each year to run. When not at sea, the Amadea superyacht requires a crew of 24 deckhands and engineers to keep her shipshape.In written…","It cost $325m (£258m) to build, and millions more each year to run. When not at sea, the Amadea superyacht requires a crew of 24 deckhands and engineers to keep her shipshape.
In written evidence to… [+6631 chars]"
Russia-Ukraine war: Biden approves medium-range rocket systems to bolster Ukraine defences – live,https://www.theguardian.com/world/live/2022/jun/01/russia-ukraine-war-biden-approves-medium-range-rocket-systems-to-bolster-ukraine-defences-live,2022-06-01T04:38:22Z,US president says military shipment will enable Ukrainian forces ‘to more precisely strike key targets’; most of key eastern city of Sievierodonetsk under Russian control<ul><li>Full report: US to send advanced rocket systems to Ukraine </li><li>What we know …,"Reuters reports that Russias nuclear forces are holding drills in the Ivanovo province, northeast of Moscow. The report comes from Interfax news agency, citing the Russian defence ministry on Wednesd… [+5052 chars]"
Russia-Ukraine war: what we know on day 98 of the invasion,https://amp.theguardian.com/world/2022/jun/01/russia-ukraine-war-what-we-know-on-day-98-of-the-invasion,2022-06-01T00:45:09Z,Sievierodonetsk mostly under Russian control; Kremlin further cuts gas supplies to Europe; seed bank in Kharkiv at risk<ul><li>Russia-Ukraine war: latest updates</li></ul>Russian forces now control of most of the eastern city of Sievierodonetsk. Serhiy Gaidai…,"<li>Russian forces now control of most of the eastern city of Sievierodonetsk. Serhiy Gaidai, the local governor, said in an online post late on Tuesday that Russian shelling had made it impossible t… [+2799 chars]"
Matteo Salvini defends himself over plans for Russian-funded Moscow trip,https://amp.theguardian.com/world/2022/jun/12/matteo-salvini-defends-himself-over-plans-for-russian-funded-moscow-trip,2022-06-12T12:14:39Z,"Far-right League leader claims the trip was a ‘peace mission’ but but it was put on ice amid criticism from government allies, who weren’t aware of his plansMatteo Salvini has defended himself after the Russian embassy in Italy revealed it had funded the far-…","Matteo Salvini has defended himself after the Russian embassy in Italy revealed it had funded the far-right League leaders planned trip to Moscow last month.
Salvini had intended to travel to the Ru… [+2922 chars]"
"Russia-Ukraine war: ‘intense street fighting’ in Sieverodonetsk with both sides suffering heavy casualties, says UK – live",https://www.theguardian.com/world/live/2022/jun/11/russia-ukraine-war-latest-news-putin-zelenskiy-live,2022-06-11T06:26:33Z,UK Ministry of Defence says Russia attempting to ‘overwhelm’ Ukrainian forces in the city with the use of artillery<ul><li>Russian car industry buckles under sanctions</li><li>What we know on day 108 of the invasion</li><li>Ukraine’s high casualty rate could …,"Hello, Im Rebecca Ratcliffe and welcome to our rolling coverage of the war in Ukraine.
Here are some of the latest developments:
Kyiv said it had launched new air strikes in the captured southern r… [+1558 chars]"
Ukraine must negotiate from a position of strength. But the world’s attention is fading | Peter Pomerantsev,https://amp.theguardian.com/commentisfree/2022/may/29/ukraine-must-negotiate-from-position-of-strength-worlds-attention-fading,2022-05-29T07:00:00Z,"Putin aimed to reset the world order when his forces invaded. Russians must be persuaded he can’t – maybe Arnold Schwarzenegger can helpRussia needs to stop being a threat: to its neighbours, to its own people, to the world. Minimising that threat should be t…","Russia needs to stop being a threat: to its neighbours, to its own people, to the world. Minimising that threat should be the goal of our policies and the only way to face up to the reality of the Kr… [+6002 chars]"
The Fisherman’s Hut: inside the luxury Russian dacha linked to Vladimir Putin,https://amp.theguardian.com/world/2022/jun/23/the-fishermans-hut-vladimir-putin,2022-06-23T11:00:46Z,"Exclusive: Leaked emails reveal complex with marble floors, a private brewery and a $10,000 bidet It is a level of extravagance that would put the tsars to shame.There are the bidets that cost $10,800 (£8,800) each and the $4,600 a piece shower heads. Then th…","It is a level of extravagance that would put the tsars to shame.
There are the bidets that cost $10,800 (£8,800) each and the $4,600 a piece shower heads. Then there is floor made up of $110,000 wor… [+6807 chars]"
Russia-Ukraine war: what we know on day 120 of the invasion,https://amp.theguardian.com/world/2022/jun/23/russia-ukraine-war-what-we-know-on-day-120-of-the-invasion,2022-06-23T00:45:30Z,Forces edge closer to seizing last pocket of Ukraine resistance in Luhansk; footage shows drone crashing into oil refinery in Russia<ul><li>See all our Ukraine coverage</li></ul> Continue reading...,"<li>Russian forces are edging closer to seizing the last pocket of resistance in Ukraines eastern Luhansk region. Sievierodonetsk and its neighbouring city, Lysychansk, continue to be battered by int… [+4829 chars]"
"Russia-Ukraine war: heavy fighting continues in Donbas; Russia renews push south of Izium, UK says – live",https://www.theguardian.com/world/live/2022/jun/18/russia-ukraine-war-heavy-fighting-continues-in-donbas-russia-renews-push-south-of-izium-uk-says-live,2022-06-18T06:44:35Z,Britain’s defence ministry says Russia’s goal is to penetrate deeper into the Donetsk region and envelope the pocket around Sievierodonetsk<ul><li>UN warns of hell on earth if Ukraine war goes on</li><li>What we know on day 115 of the invasion</li><li>Putin c…,"Russia has probably renewed its efforts to advance south of Ukraines eastern city of Izium in the past 48 hours, Britains defence ministry says. 
Russias goal was to penetrate deeper into the Donets… [+384 chars]"
China’s factory downturn slows as Covid curbs ease; Brent crude oil hits $124 – business live,https://www.theguardian.com/business/live/2022/may/31/china-factory-slowdown-oil-russia-inflation-growth-uk-mortgages-business-live,2022-05-31T06:48:25Z,Rolling coverage of the latest economic and financial news<ul><li>EU leaders agree to partial embargo of Russian oil imports</li><li>Shanghai starts to dismantle fences as Covid lockdown due to end</li><li>Online fashion retailer Missguided calls in administr…,"Oils jump to a two-month high will not be welcome news for policymakers already grappling with higher energy prices, says Jim Reid of Deutsche Bank.
Part of that increase has come amidst the easing … [+7035 chars]"
Oil prices hit two-month high as EU eyes Russian ban – business live,https://www.theguardian.com/business/live/2022/may/30/oil-prices-eu-russia-ban-embargo-summit-pound-inflation-energy-ftse-100-business-live,2022-05-30T07:14:04Z,"Live rolling coverage of business, economics and financial markets as Europe pushes for embargo ahead of summitGood morning, and welcome to our live coverage of business, economics, and financial markets.Oil prices have hit a two-month high as traders anticip…","Introduction: EU's Russian embargo plan pushes oil prices above $120 per barrel
Good morning, and welcome to our live coverage of business, economics, and financial markets.
Oil prices have hit a t… [+2415 chars]"
Why is Kaliningrad at the centre of a row between Russia and Lithuania?,https://amp.theguardian.com/world/2022/jun/21/why-is-kaliningrad-row-russia-lithuania,2022-06-21T12:49:19Z,"Lithuanian ban on transit of sanctioned goods across its territory to and from Russian region has angered Kremlin<ul><li>Russia-Ukraine war – latest updates</li></ul>The Russian oblast or region, which is smaller than Wales, is on the Baltic sea, wedged betwe…","Where is Kaliningrad?
The Russian oblast or region, which is smaller than Wales, is on the Baltic sea, wedged between Lithuania to its north and east and Poland to its south. It lies about 800 miles… [+3674 chars]"
‘Show them our pecs’: G7 leaders mock Putin’s bare-chested horse-riding,https://amp.theguardian.com/world/2022/jun/27/show-them-our-pecs-g7-leaders-mock-putins-bare-chested-horse-riding,2022-06-27T03:03:06Z,Boris Johnson and Justin Trudeau poke fun at Russian president’s penchant for stripping off during photoshootsLeaders of the Group of Seven wealthy nations have mocked the macho image of Vladimir Putin at a meeting in Germany dominated by the Russian presiden…,"Leaders of the Group of Seven wealthy nations have mocked the macho image of Vladimir Putin at a meeting in Germany dominated by the Russian presidents invasion of Ukraine.
As the leaders sat down f… [+1880 chars]"
The Guardian view on the EU’s oil embargo: ramping up the cost of Putin’s war | Editorial,https://amp.theguardian.com/commentisfree/2022/may/31/the-guardian-view-on-the-eus-oil-embargo-ramping-up-the-cost-of-vladimir-putins-war,2022-05-31T17:28:35Z,"Amid talk of division in the west, this week’s summit offered a show of unity In the lead-up to this week’s European Union summit in Brussels, Germany’s economy minister and deputy chancellor, Robert Habeck, warned that unity over sanctions on Russia was “sta…","In the lead-up to this weeks European Union summit in Brussels, Germanys economy minister and deputy chancellor, Robert Habeck, warned that unity over sanctions on Russia was starting to crumble. If … [+3191 chars]"
"‘How can I not get enraged?’ Russian director Serebrennikov on war, exile and his new opera",https://amp.theguardian.com/world/2022/jun/13/kirill-serebrennikov-war-exile-opera-russian-director-ukraine,2022-06-13T08:14:36Z,"Despite run-ins with the authorities Kirill Serebrennikov stayed put – until the invasion of UkraineOn a sunny Friday evening in Amsterdam, Kirill Serebrennikov was feeling some pre-premiere nerves as guests started to arrive at the Dutch National Opera.“Of c…","On a sunny Friday evening in Amsterdam, Kirill Serebrennikov was feeling some pre-premiere nerves as guests started to arrive at the Dutch National Opera.
Of course its different. Everything is diff… [+7403 chars]"
